accn,name,cq_g12,cq_eluate,hq_g12,hq_eluate,xq_g12,xq_eluate,pI_mean,mass_mean,net_charge_mean,net_charge_neg_mean,net_charge_pos_mean,charge_dens_C_m2_mean,charge_dens_neg_C_m2_mean,charge_dens_pos_C_m2_mean,cysteine_cont_percent_mean,cysteine_num_mean,desc_lower,perfect_match,contains_actin,contains_ubiquitin,desc_lower_2,Biophorum DTR,Biophorum high-risk,Levy 2014 - Association,Zhang 2016 - Pro A,Levy 2016 - Coelution,Molden 2021 - 29 DS,Falkenberg 2019 - 6 DS,Kreimer 2017 - 1 DS,Aboulaich 2014 - Association
XP_027273179.1,actin-related protein 2/3 complex subunit 5 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.992034265986574,16320.230899999991,-1.913210484429677,-22.991939030412933,21.078728545983257,-0.0086654689898847,-0.1041369657477895,0.0954714967579047,0.6622516556291391,1.0,actin-related protein 2/3 complex subunit 5 isoform x2,,True,,actin related protein 2/3 complex subunit 5 isoform x2,,,actin,,actin,,,,
XP_027247808.1,actin-like protein 6A isoform X2 [Cricetulus griseus],False,False,False,True,False,False,6.062218820532677,43254.89100000001,-4.811558113591765,-45.9837525592962,41.172194445704434,-0.0113791312603975,-0.1087496282627815,0.0973704970023839,2.0671834625323,8.0,actin-like protein 6a isoform x2,,True,,actin like protein 6a isoform x2,,,actin,,actin,,,,
XP_027274005.1,actin-related protein 10 [Cricetulus griseus],False,False,False,True,False,False,8.788481286061227,46232.402300000016,3.926149173587537,-45.98258246380185,49.90873163738938,0.0088821071712806,-0.1040261608507703,0.1129082680220509,2.3980815347721824,10.0,actin-related protein 10,,True,,actin related protein 10,,,actin,,actin,,,,
XP_027249675.1,F-actin-capping protein subunit alpha-1 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,5.217351809560656,32909.40830000002,-7.075454396605076,-43.985797874449936,36.91034347784485,-0.0200780318941942,-0.1248185915859391,0.1047405596917448,1.048951048951049,3.0,f-actin-capping protein subunit alpha-1 isoform x2,,True,,f actin capping protein subunit alpha 1 isoform x2,,,actin,,actin,,,,
XP_027262933.1,alpha-centractin isoform X1 [Cricetulus griseus],False,False,False,False,False,True,6.642405777063351,42613.21370000005,-1.810269706998816,-52.98162323282551,51.171353525826696,-0.0043240822365847,-0.1265540129190468,0.122229930682462,0.5319148936170213,2.0,alpha-centractin isoform x1,,True,,alpha centractin isoform x1,,,actin,,actin,,,,
XP_027257023.1,beta-actin-like protein 2 isoform X1 [Cricetulus griseus],False,False,False,False,False,True,4.780852169856087,41922.58350000005,-10.075832395390924,-49.9866398207876,39.91080742539667,-0.0243311383752743,-0.120707828660482,0.0963766902852076,1.5957446808510638,6.0,beta-actin-like protein 2 isoform x1,,True,,beta actin like protein 2 isoform x1,,,actin,,actin,,,,
XP_027288075.1,ubiquitin-like modifier-activating enzyme 1 [Cricetulus griseus],True,True,False,True,True,True,5.142723140384453,117696.3872000006,-20.388956207266126,-129.95693310679005,109.56797689952391,-0.024740003570475,-0.157690023774938,0.1329500202044631,1.984877126654064,21.0,ubiquitin-like modifier-activating enzyme 1,,,True,ubiquitin like modifier activating enzyme 1,,,,,,ubiquitin,,ubiquitin,
XP_027284048.1,ubiquitin carboxyl-terminal hydrolase 5 isoform X2 [Cricetulus griseus],True,True,False,True,True,True,4.407353544912662,93373.69670000055,-34.95094302295191,-131.94817806387016,96.99723504091826,-0.049486801214445,-0.1868245229940424,0.1373377217795973,1.7964071856287425,15.0,ubiquitin carboxyl-terminal hydrolase 5 isoform x2,,,True,ubiquitin carboxyl terminal hydrolase 5 isoform x2,,,,,,ubiquitin,,ubiquitin,
XP_027287939.1,E3 ubiquitin-protein ligase HUWE1 isoform X14 [Cricetulus griseus],False,True,False,True,False,True,4.642638275444615,478801.13600000174,-144.47699348153307,-599.6972714561141,455.22027797458094,-0.0687926596408606,-0.2855456034119812,0.2167529437711206,1.5887635275155425,69.0,e3 ubiquitin-protein ligase huwe1 isoform x14,,,True,e3 ubiquitin protein ligase huwe1 isoform x14,,,,,,ubiquitin,,ubiquitin,
XP_027249796.1,ubiquitin carboxyl-terminal hydrolase isozyme L3 isoform X2 [Cricetulus griseus],False,True,False,True,True,True,4.509020065528525,21980.63870000001,-12.06779971895727,-35.9800020108835,23.91220229192623,-0.0448175462096451,-0.1336229835015218,0.0888054372918766,1.5463917525773196,3.0,ubiquitin carboxyl-terminal hydrolase isozyme l3 isoform x2,,,True,ubiquitin carboxyl terminal hydrolase isozyme l3 isoform x2,,,,,,ubiquitin,,ubiquitin,
XP_027255666.1,E3 ubiquitin-protein ligase UBR4 isoform X10 [Cricetulus griseus],False,True,False,True,False,False,5.901544534897288,573092.517800003,-72.79660909111679,-606.7538019153953,533.9571928242785,-0.0307473843991163,-0.2562769422373349,0.2255295578382184,2.3543033577769203,122.0,e3 ubiquitin-protein ligase ubr4 isoform x10,,,True,e3 ubiquitin protein ligase ubr4 isoform x10,,,,,,ubiquitin,,ubiquitin,
XP_027270150.1,ubiquitin-like modifier-activating enzyme 5 isoform X7 [Cricetulus griseus],False,True,False,True,False,True,4.547464054054602,42257.581600000034,-14.321642881463465,-54.97054933950056,40.64890645803709,-0.0344009102237915,-0.1320405032042962,0.0976395929805046,2.1052631578947367,8.0,ubiquitin-like modifier-activating enzyme 5 isoform x7,,,True,ubiquitin like modifier activating enzyme 5 isoform x7,,,,,,ubiquitin,,ubiquitin,
XP_027264221.1,ubiquitin thioesterase OTUB1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.333490433827795,31283.684999999983,-16.073083153097404,-46.98422755122,30.91114439812259,-0.0471774114576223,-0.1379072212897317,0.0907298098321093,1.4760147601476017,4.0,ubiquitin thioesterase otub1 isoform x2,,,True,ubiquitin thioesterase otub1 isoform x2,,,,,,ubiquitin,,ubiquitin,
XP_027273227.1,ubiquitin carboxyl-terminal hydrolase isozyme L5 isoform X3 [Cricetulus griseus],False,True,False,True,False,True,4.873427810369489,37176.0268,-9.322467513304444,-49.97112699771563,40.64865948441118,-0.024389473008706,-0.1307346420232684,0.1063451690145624,1.5432098765432098,5.0,ubiquitin carboxyl-terminal hydrolase isozyme l5 isoform x3,,,True,ubiquitin carboxyl terminal hydrolase isozyme l5 isoform x3,,,,,,ubiquitin,,ubiquitin,
XP_027267674.1,ubiquitin-associated and SH3 domain-containing protein B isoform X4 [Cricetulus griseus],False,True,False,True,False,True,6.874575814756867,71531.87720000031,-1.1893080507989886,-68.9772084899883,67.78790043918931,-0.0020112904744818,-0.116650351688998,0.1146390612145162,3.1347962382445136,20.0,ubiquitin-associated and sh3 domain-containing protein b isoform x4,,,True,ubiquitin associated and sh3 domain containing protein b isoform x4,,,,,,ubiquitin,,ubiquitin,
XP_027266544.1,ubiquitin carboxyl-terminal hydrolase 10 isoform X5 [Cricetulus griseus],False,True,False,True,False,False,4.778558144851272,87462.53350000034,-20.96314398281124,-104.96199086418498,83.99884688137374,-0.0310042979143315,-0.1552378229669598,0.1242335250526282,1.385390428211587,11.0,ubiquitin carboxyl-terminal hydrolase 10 isoform x5,,,True,ubiquitin carboxyl terminal hydrolase 10 isoform x5,,,,,,ubiquitin,,ubiquitin,
XP_027288948.1,probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform X2 [Cricetulus griseus],False,False,False,True,False,False,5.503207164260291,290115.0290000011,-52.50809638635899,-335.8873628174296,283.3792664310705,-0.0349161466112758,-0.2233539818071739,0.188437835195898,2.3501762632197414,60.0,probable ubiquitin carboxyl-terminal hydrolase faf-x isoform x2,,,True,probable ubiquitin carboxyl terminal hydrolase faf x isoform x2,,,,,,ubiquitin,,ubiquitin,
XP_027266985.1,E3 ubiquitin-protein ligase NEDD4 isoform X4 [Cricetulus griseus],False,False,False,True,False,False,4.775127120674685,97553.43790000066,-28.85893086904126,-134.9519645712139,106.09303370217263,-0.0396855165982637,-0.1855799320585548,0.145894415460291,1.0638297872340423,9.0,e3 ubiquitin-protein ligase nedd4 isoform x4,,,True,e3 ubiquitin protein ligase nedd4 isoform x4,,,,,,ubiquitin,,ubiquitin,
XP_027282084.1,E3 ubiquitin/ISG15 ligase TRIM25 isoform X3 [Cricetulus griseus],False,False,False,True,False,True,8.875215071612018,71602.3492000003,8.079832936639152,-75.96510597271745,84.0449389093566,0.0136551891348489,-0.1283835814231299,0.1420387705579789,4.120443740095087,26.0,e3 ubiquitin/isg15 ligase trim25 isoform x3,,,True,e3 ubiquitin/isg15 ligase trim25 isoform x3,,,,,,ubiquitin,,ubiquitin,
XP_027267797.1,ubiquitin conjugation factor E4 A isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.693536904265625,112349.77670000069,-30.120398448315377,-125.95238210290618,95.8319836545908,-0.0376986753072321,-0.1576419370818605,0.1199432617746283,1.738241308793456,17.0,ubiquitin conjugation factor e4 a isoform x2,,,True,ubiquitin conjugation factor e4 a isoform x2,,,,,,ubiquitin,,ubiquitin,
XP_027279145.1,ubiquitin-conjugating enzyme E2 variant 1 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,8.426017316883886,16310.547299999986,1.088207195631972,-17.991776218280833,19.079983413912807,0.0049307474277958,-0.0815220710411187,0.0864528184689145,1.3605442176870748,2.0,ubiquitin-conjugating enzyme e2 variant 1 isoform x2,,,True,ubiquitin conjugating enzyme e2 variant 1 isoform x2,,,,,,ubiquitin,,ubiquitin,
XP_027254065.1,ubiquitin conjugation factor E4 B isoform X4 [Cricetulus griseus],False,False,False,True,False,False,6.9609500059559695,156326.36510000066,-0.5401459702399369,-150.93849990962178,150.39835393938188,-0.0005424210146309,-0.1515742387774851,0.1510318177628542,1.7780938833570414,25.0,ubiquitin conjugation factor e4 b isoform x4,,,True,ubiquitin conjugation factor e4 b isoform x4,,,,,,ubiquitin,,ubiquitin,
XP_027281386.1,LOW QUALITY PROTEIN: (E3-independent) E2 ubiquitin-conjugating enzyme isoform X3 [Cricetulus griseus],False,False,False,True,False,False,4.46318442765166,141717.13760000048,-49.822494258518944,-202.90666086211056,153.08416660359163,-0.0534142831252734,-0.2175345492551178,0.1641202661298444,1.8504240555127216,24.0,low quality protein: (e3-independent) e2 ubiquitin-conjugating enzyme isoform x3,,,True,low quality protein: (e3 independent) e2 ubiquitin conjugating enzyme isoform x3,,,,,,ubiquitin,,ubiquitin,
XP_027280037.1,LOW QUALITY PROTEIN: ubiquitin-conjugating enzyme E2 Z isoform X2 [Cricetulus griseus],False,False,False,True,False,False,5.723268845119486,38567.18610000006,-7.287425312830615,-40.98570445528741,33.698279142456784,-0.0186041143706001,-0.1046326652436878,0.0860285508730876,2.2408963585434174,8.0,low quality protein: ubiquitin-conjugating enzyme e2 z isoform x2,,,True,low quality protein: ubiquitin conjugating enzyme e2 z isoform x2,,,,,,ubiquitin,,ubiquitin,
XP_027259443.1,ubiquitin carboxyl-terminal hydrolase 14 isoform X4 [Cricetulus griseus],False,False,False,True,False,False,4.770790311786554,61244.50880000014,-10.110893919721477,-75.96744616370616,65.85655224398468,-0.0189637826729222,-0.1424829644840272,0.1235191818111049,2.201834862385321,12.0,ubiquitin carboxyl-terminal hydrolase 14 isoform x4,,,True,ubiquitin carboxyl terminal hydrolase 14 isoform x4,,,,,,ubiquitin,,ubiquitin,
XP_027279721.1,ubiquitin carboxyl-terminal hydrolase 7 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,5.654300477096016,117011.48990000076,-23.24775384490128,-160.95224498941835,137.70449114451705,-0.0283188434018979,-0.1960611528945158,0.1677423094926178,1.794616151545364,18.0,ubiquitin carboxyl-terminal hydrolase 7 isoform x2,,,True,ubiquitin carboxyl terminal hydrolase 7 isoform x2,,,,,,ubiquitin,,ubiquitin,
XP_027276276.1,E3 ubiquitin-protein ligase UBR3 isoform X4 [Cricetulus griseus],False,False,False,True,False,False,7.064512011914612,257279.1377000005,1.9708901166500308,-263.8894568766936,265.8603469933436,0.0014198404681488,-0.1901074681059387,0.1915273085740876,3.260869565217391,75.0,e3 ubiquitin-protein ligase ubr3 isoform x4,,,True,e3 ubiquitin protein ligase ubr3 isoform x4,,,,,,ubiquitin,,ubiquitin,
XP_027246783.1,ubiquitin-like modifier-activating enzyme 6 isoform X7 [Cricetulus griseus],False,False,False,True,False,True,6.116367795744544,112101.05260000084,-13.812188103151437,-130.9470052827665,117.13481717961506,-0.017312888953046,-0.1641355406010728,0.1468226516480267,2.404809619238477,24.0,ubiquitin-like modifier-activating enzyme 6 isoform x7,,,True,ubiquitin like modifier activating enzyme 6 isoform x7,,,,,,ubiquitin,,ubiquitin,
XP_027250838.1,probable E3 ubiquitin-protein ligase HERC4 isoform X3 [Cricetulus griseus],False,False,False,True,False,True,6.007354927680427,110605.31700000077,-13.618547049226484,-112.9703310610219,99.3517840117954,-0.017223720074395,-0.1428764281441674,0.1256527080697724,2.127659574468085,21.0,probable e3 ubiquitin-protein ligase herc4 isoform x3,,,True,probable e3 ubiquitin protein ligase herc4 isoform x3,,,,,,ubiquitin,,ubiquitin,
XP_027275689.1,proteasomal ubiquitin receptor ADRM1 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,4.4032559719923485,42108.802100000044,-10.117594574290592,-41.98066115552304,31.863066581232445,-0.0243599018585997,-0.1010758810504498,0.07671597919185,1.4742014742014742,6.0,proteasomal ubiquitin receptor adrm1 isoform x2,,,True,proteasomal ubiquitin receptor adrm1 isoform x2,,,,,,ubiquitin,,ubiquitin,
XP_027277207.1,E3 ubiquitin-protein ligase Itchy homolog [Cricetulus griseus],False,False,False,True,False,False,6.458752903154008,99272.73780000066,-4.961883646816276,-108.95954263568636,103.99765898887009,-0.0067443499397137,-0.1481012730473321,0.1413569231076184,1.3856812933025404,12.0,e3 ubiquitin-protein ligase itchy homolog,,,True,e3 ubiquitin protein ligase itchy homolog,,,,,,ubiquitin,,ubiquitin,
XP_027288228.1,ubiquitin-like protein 4A isoform X4 [Cricetulus griseus],False,False,False,False,False,True,9.351724422925423,17908.4465,2.875933005185833,-22.98892239082798,25.86485539601381,0.0122439160143,-0.0978723894141517,0.1101163054284517,0.6369426751592357,1.0,ubiquitin-like protein 4a isoform x4,,,True,ubiquitin like protein 4a isoform x4,,,,,,ubiquitin,,ubiquitin,
XP_027258143.1,ubiquitin carboxyl-terminal hydrolase 24 isoform X4 [Cricetulus griseus],False,False,False,False,False,True,6.042708095926196,293343.0019000008,-30.90107803243098,-323.8719272834383,292.9708492510073,-0.0203971737619463,-0.2137812787788056,0.1933841050168591,1.9931008049060943,52.0,ubiquitin carboxyl-terminal hydrolase 24 isoform x4,,,True,ubiquitin carboxyl terminal hydrolase 24 isoform x4,,,,,,ubiquitin,,ubiquitin,
NP_001233668.1,endoplasmic reticulum chaperone BiP precursor [Cricetulus griseus],True,True,True,True,True,True,4.531528394036766,72378.15180000033,-20.56805480031542,-111.94394043007878,91.37588562976336,-0.0345118638340343,-0.1878346818245974,0.153322817990563,0.4587155963302752,3.0,endoplasmic reticulum chaperone bip precursor,,,,endoplasmic reticulum chaperone bip precursor,,,,,,endoplasmic reticulum chaperone bip,,,
XP_027260200.1,serine protease HTRA1 isoform X2 [Cricetulus griseus],True,True,True,True,True,True,9.15727515861746,51272.382000000034,4.407900272215746,-55.97595153685083,60.38385180906658,0.0093072836597997,-0.1181932500525445,0.1275005337123442,3.333333333333333,16.0,serine protease htra1 isoform x2,,,,serine protease htra1 isoform x2,serine protease,serine protease,,serine protease htra1,,serine protease htra1,,,serine protease htra1
XP_027270674.1,pyruvate kinase PKM isoform X2 [Cricetulus griseus],True,True,True,True,True,True,7.42707565731219,57893.154600000096,1.9838589761961585,-67.97002377029835,69.95388274649451,0.0038631316313287,-0.1323567612213396,0.1362198928526684,1.8832391713747645,10.0,pyruvate kinase pkm isoform x2,,,,pyruvate kinase pkm isoform x2,pyruvate kinase,pyruvate kinase,,pyruvate kinase,,,,,
XP_027268152.1,T-complex protein 1 subunit theta isoform X2 [Cricetulus griseus],True,True,False,True,True,True,5.087757449044016,59557.84720000012,-10.54105948326589,-73.9694914788599,63.42843199559399,-0.0201421173937191,-0.1413427353565501,0.1212006179628309,1.824817518248175,10.0,t-complex protein 1 subunit theta isoform x2,,,,t complex protein 1 subunit theta isoform x2,,,,,,,,,t complex protein 1 subunit theta
XP_027243210.1,heat shock protein HSP 90-beta isoform X11 [Cricetulus griseus],True,True,False,True,True,True,4.441274090406351,83266.2108000003,-36.71995322764011,-147.9254380006578,111.2054847730177,-0.0561181188456668,-0.2260704761401936,0.1699523572945267,0.8287292817679558,6.0,heat shock protein hsp 90-beta isoform x11,,,,heat shock protein hsp 90 beta isoform x11,heat shock protein hsp 90 beta,,heat shock protein,,,,,,
XP_027244682.1,lipoprotein lipase isoform X2 [Cricetulus griseus],True,True,True,True,True,True,8.67637998866931,52944.50670000003,5.75402296027107,-54.985385713976285,60.73940867424735,0.0118924455758536,-0.1136440906798153,0.125536536255669,2.109704641350211,10.0,lipoprotein lipase isoform x2,,,,lipoprotein lipase isoform x2,lipoprotein lipase,lipoprotein lipase,lipoprotein lipase,,lipoprotein lipase,lipoprotein lipase,,,
XP_027254100.1,alpha-enolase isoform X2 [Cricetulus griseus],True,True,False,True,True,True,6.2892524773508205,47152.30890000006,-2.594502894470937,-57.97692286128206,55.38241996681112,-0.0057929400844382,-0.1294493990086649,0.1236564589242267,1.3824884792626728,6.0,alpha-enolase isoform x2,,,,alpha enolase isoform x2,alpha enolase,alpha enolase,alpha enolase,,,,,,alpha enolase
XP_027282087.1,retinoid-inducible serine carboxypeptidase [Cricetulus griseus],True,True,False,True,True,True,5.060955398717251,51253.204000000034,-8.079751735902756,-50.98805942534033,42.90830768943757,-0.0170646554123301,-0.1076881682354849,0.0906235128231547,1.3186813186813189,6.0,retinoid-inducible serine carboxypeptidase,,,,retinoid inducible serine carboxypeptidase,,,,,,carboxypeptidase,,,
XP_027279242.1,phospholipid transfer protein isoform X2 [Cricetulus griseus],True,False,False,False,False,False,6.155778998853372,49224.70210000004,-2.120469460291437,-43.983929989775696,41.86346052948425,-0.0046006953625901,-0.0954301236220761,0.090829428259486,0.8888888888888888,4.0,phospholipid transfer protein isoform x2,,,,phospholipid transfer protein isoform x2,phospholipid transfer protein,,,,,,,,
XP_027284552.1,T-complex protein 1 subunit eta isoform X2 [Cricetulus griseus],True,True,False,True,True,True,7.654180670403363,59468.24990000011,1.933160712716708,-67.97141934865813,69.90458006137483,0.0036976406976749,-0.1300118944115756,0.1337095351092505,1.6574585635359116,9.0,t-complex protein 1 subunit eta isoform x2,,,,t complex protein 1 subunit eta isoform x2,,,,,,,,,t complex protein 1 subunit eta
XP_027262178.1,lysosomal acid lipase/cholesteryl ester hydrolase [Cricetulus griseus],True,True,False,True,True,True,7.905739320470202,45634.76430000001,4.793257303941871,-35.99713589518065,40.79039319912252,0.0109382300832394,-0.0821455911484899,0.0930838212317293,1.2594458438287155,5.0,lysosomal acid lipase/cholesteryl ester hydrolase,,,,lysosomal acid lipase/cholesteryl ester hydrolase,lysosomal acid lipase,lysosomal acid lipase,,,,lipase,,lysosomal acid lipase,
NP_001233622.2,protein disulfide-isomerase precursor [Cricetulus griseus],True,True,False,True,True,True,4.211218753120367,57113.857500000086,-31.52755948203114,-97.95373871529196,66.42617923326081,-0.0619502234997316,-0.1924746509321535,0.1305244274324218,1.37524557956778,7.0,protein disulfide-isomerase precursor,,,,protein disulfide isomerase precursor,protein disulfide isomerase,protein disulfide isomerase,,,,,,protein disulfide isomeras,
XP_027282527.1,14-3-3 protein epsilon isoform X2 [Cricetulus griseus],True,True,False,True,True,True,4.064849491527881,29173.57520000003,-18.379047864123077,-51.98045045172184,33.60140258759876,-0.0565166951724992,-0.1598430612308182,0.1033263660583189,1.1764705882352942,3.0,14-3-3 protein epsilon isoform x2,,,,14 3 3 protein epsilon isoform x2,,,,,,,,,14 3 3 protein epsilon
XP_027270017.1,60S acidic ribosomal protein P0 isoform X1 [Cricetulus griseus],True,True,False,True,True,True,6.140522550413753,34230.03690000011,-2.1213676473957825,-35.98441422882823,33.86304658143244,-0.0058639629262651,-0.0994694489756441,0.093605486049379,0.946372239747634,3.0,60s acidic ribosomal protein p0 isoform x1,,,,60s acidic ribosomal protein p0 isoform x1,60s acidic ribosomal protein p0,,,,,,,,60s acidic ribosomal protein p0
XP_027265239.1,nidogen-1 isoform X3 [Cricetulus griseus],True,True,False,True,True,True,4.61669446695903,136708.0636000004,-45.67595780920416,-146.96477040960008,101.28881260039594,-0.0501577940818653,-0.1613853117713476,0.1112275176894823,3.932584269662921,49.0,nidogen-1 isoform x3,,,,nidogen 1 isoform x3,nidogen 1,,nidogen 1,,nidogen 1,,,,nidogen 1
XP_027259957.1,plectin isoform X10 [Cricetulus griseus],True,True,False,False,True,True,5.183645581459779,513767.63420000055,-85.65836054495009,-775.5267242219265,689.8683636769764,-0.0389139619425216,-0.3523160756263117,0.31340211368379,0.7092198581560284,32.0,plectin isoform x10,,,,plectin isoform x10,,,,,,,plectin,,
NP_001233709.1,peroxiredoxin-2 [Cricetulus griseus],True,True,False,True,True,True,5.0268530043170365,21812.4509,-4.866644350471158,-26.993430713544555,22.1267863630734,-0.0181665929251899,-0.1007632019339584,0.0825966090087684,1.5151515151515151,3.0,peroxiredoxin-2,,,,peroxiredoxin 2,,peroxiredoxin,,,,,,,
XP_027284060.1,triosephosphate isomerase isoform X2 [Cricetulus griseus],True,True,False,True,True,True,6.54048265789874,26676.24440000001,-1.123075701858912,-30.98566833563954,29.86259263378063,-0.0036658336970956,-0.1011403834343533,0.0974745497372577,2.8112449799196786,7.0,triosephosphate isomerase isoform x2,,,,triosephosphate isomerase isoform x2,triosephosphate isomerase,,,,,,,,triosephosphate isomerase
XP_027251264.1,glutathione S-transferase Mu 3 [Cricetulus griseus],True,True,False,True,True,True,6.788377268204553,26966.974800000015,-0.3903372298734604,-32.991502843746325,32.60116561387286,-0.001264926649512,-0.1069122491032573,0.1056473224537453,3.9647577092511015,9.0,glutathione s-transferase mu 3,,,,glutathione s transferase mu 3,,glutathione s transferase,,,,glutathione s transferase,,,
XP_027273039.1,peroxiredoxin-6 isoform X2 [Cricetulus griseus],True,True,False,True,True,True,6.787018748500406,25004.578600000004,-0.3884780002735384,-31.9896536140464,31.601175613772863,-0.0013239357896397,-0.1090209671795894,0.1076970313899497,0.4464285714285714,1.0,peroxiredoxin-6 isoform x2,,,,peroxiredoxin 6 isoform x2,,peroxiredoxin,,,,,,,
XP_027246972.1,acid ceramidase isoform X2 [Cricetulus griseus],True,False,False,True,True,False,9.601234685247483,50295.57350000001,7.873774198852551,-42.98737356889851,50.861147767751056,0.0168400469996198,-0.091939313092819,0.1087793600924388,2.0,9.0,acid ceramidase isoform x2,,,,acid ceramidase isoform x2,,,,,,acid ceramidase,,,
XP_027259718.1,myosin-9 isoform X2 [Cricetulus griseus],True,True,False,True,False,True,5.159480132797132,226673.7769000008,-38.14382700488039,-376.7673686492685,338.62354164438807,-0.0298999362895277,-0.2953379669309207,0.265438030641393,1.0714285714285714,21.0,myosin-9 isoform x2,,,,myosin 9 isoform x2,myosin 9,,,,,,,,
XP_027249274.1,semaphorin-3C isoform X2 [Cricetulus griseus],True,True,False,True,True,True,9.813053111129324,86157.06690000044,23.11142612997349,-79.9826254664028,103.09405159637627,0.0345260048886437,-0.1194855091299702,0.1540115140186139,3.0303030303030303,23.0,semaphorin-3c isoform x2,,,,semaphorin 3c isoform x2,,,,,semaphorin 3c,,,,
XP_027271994.1,heat shock protein beta-1 isoform X2 [Cricetulus griseus],True,True,False,True,True,True,6.702001644020172,23418.99699999999,-0.8579865983189687,-25.98597782982191,25.127991231502943,-0.0030545588479937,-0.0925139141559676,0.0894593553079738,0.4694835680751174,1.0,heat shock protein beta-1 isoform x2,,,,heat shock protein beta 1 isoform x2,,,heat shock protein,,,,,,
XP_027288992.1,renin receptor isoform X6 [Cricetulus griseus],True,True,False,True,False,True,5.7924437133125455,38067.03200000006,-5.809917632231983,-40.98340694546597,35.173489313233986,-0.0149618105109222,-0.1055412499151923,0.09057943940427,0.2906976744186046,1.0,renin receptor isoform x6,,,,renin receptor isoform x6,,,renin receptor,,,,,,
XP_027253977.1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 isoform X3 [Cricetulus griseus]",True,True,False,True,True,True,6.618921242228364,83787.40980000034,-5.357799398602088,-95.977244770353,90.6194453717509,-0.0081541893511622,-0.1460705355009186,0.1379163461497563,1.3755158184319118,10.0,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 isoform x3",,,,procollagen lysine2 oxoglutarate 5 dioxygenase 1 isoform x3,,,,,procollagen lysine2 oxoglutarate 5 dioxygenase 1,,,,
XP_027269644.1,GTP-binding nuclear protein Ran isoform X2 [Cricetulus griseus],True,True,False,True,True,True,7.589010734891813,24422.80320000001,1.3936707497399978,-27.99345473973752,29.38712548947752,0.0048247709229484,-0.0969109859601754,0.1017357568831239,1.3888888888888888,3.0,gtp-binding nuclear protein ran isoform x2,,,,gtp binding nuclear protein ran isoform x2,gtp binding nuclear protein,,,,,,,,gtp binding nuclear protein ran
XP_027248125.1,cullin-associated NEDD8-dissociated protein 1 isoform X2 [Cricetulus griseus],True,True,False,True,True,True,5.277813293985911,136373.123400001,-20.859867686859104,-156.94543915688033,136.08557147002122,-0.0229441801537819,-0.1726273859636397,0.1496832058098578,2.4390243902439024,30.0,cullin-associated nedd8-dissociated protein 1 isoform x2,,,,cullin associated nedd8 dissociated protein 1 isoform x2,,,,,,,,,cullin associated nedd8 dissociated protein 1
XP_027277166.1,eukaryotic translation initiation factor 6 isoform X2 [Cricetulus griseus],True,True,False,True,True,True,4.255943644012726,24671.748400000008,-10.598833199827498,-27.98928934524185,17.39045614541435,-0.0364450283177397,-0.0962436547069494,0.0597986263892097,2.702702702702702,6.0,eukaryotic translation initiation factor 6 isoform x2,,,,eukaryotic translation initiation factor 6 isoform x2,,,,,,eukaryotic translation initiation factor 6,,,
XP_027279575.1,60S ribosomal protein L12 isoform X2 [Cricetulus griseus],True,True,False,True,True,True,10.30846698635014,17789.380599999986,7.872508373044061,-18.991596102192023,26.864104475236086,0.0336655798853602,-0.0812146606179625,0.1148802405033228,1.818181818181818,3.0,60s ribosomal protein l12 isoform x2,,,,60s ribosomal protein l12 isoform x2,,,,,,,,,60s ribosomal protein l12
XP_027263987.1,lactadherin isoform X7 [Cricetulus griseus],True,False,False,True,True,True,9.189719376004623,47085.96740000001,5.912706617433369,-35.99758686091148,41.91029347834485,0.0132141384090336,-0.0804499742586212,0.0936641126676548,4.918032786885246,21.0,lactadherin isoform x7,,,,lactadherin isoform x7,lactadherin,,,,lactadherin,,,,lactadherin
XP_027247220.1,aldose reductase [Cricetulus griseus],True,True,False,True,True,True,7.620886452371347,35790.93830000004,1.656444958368902,-37.99024873693501,39.64669369530391,0.0044446933797504,-0.1019381937220526,0.106382887101803,2.2151898734177213,7.0,aldose reductase,,,,aldose reductase,,,,aldose reductase related protein 2,,,,,
XP_027243958.1,peptidyl-prolyl cis-trans isomerase A isoform X2 [Cricetulus griseus],True,True,False,True,True,True,9.332498553477484,17899.075799999988,2.874222415290239,-18.99042600669767,21.86464842198791,0.0122409038529399,-0.0808775193032103,0.0931184231561503,1.829268292682927,3.0,peptidyl-prolyl cis-trans isomerase a isoform x2,,,,peptidyl prolyl cis trans isomerase a isoform x2,peptidyl prolyl cis trans isomerase a,peptidyl prolyl cis trans isomerase a,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,,peptidyl prolyl cis trans isomerase a
