accn,name,cq_g12,cq_eluate,hq_g12,hq_eluate,xq_g12,xq_eluate,pI_mean,mass_mean,net_charge_mean,net_charge_neg_mean,net_charge_pos_mean,charge_dens_C_m2_mean,charge_dens_neg_C_m2_mean,charge_dens_pos_C_m2_mean,cysteine_cont_percent_mean,cysteine_num_mean,desc_lower,desc_lower_2
XP_027283955.1,ATP-citrate synthase isoform X3 [Cricetulus griseus],False,True,False,True,False,True,7.909862095727298,120829.8529000008,6.641890511988061,-122.9682738131301,129.61016432511815,0.00791934142922074,-0.14661906027062668,0.1545384016998474,1.4532243415077202,16.0,atp-citrate synthase isoform x3,atp citrate synthase isoform x3
XP_027284895.1,actin-related protein 2/3 complex subunit 4 isoform X5 [Cricetulus griseus],False,True,False,True,False,True,9.259904600445681,19666.796800000004,3.141729708005853,-23.98475968194163,27.126489389947483,0.012565889929030407,-0.09593118382192901,0.10849707375095942,1.1904761904761905,2.0,actin-related protein 2/3 complex subunit 4 isoform x5,actin related protein 2/3 complex subunit 4 isoform x5
XP_027248058.1,protein OS-9 isoform X3 [Cricetulus griseus],False,True,False,True,False,True,4.267089489638687,75935.6099000003,-45.70607167441211,-138.919392628033,93.2133209536209,-0.0742774682285494,-0.22575951934269625,0.15148205111414684,1.195814648729447,8.0,protein os-9 isoform x3,protein os 9 isoform x3
XP_027273578.1,actin-related protein 3 [Cricetulus griseus],False,True,False,True,False,True,5.57863513381694,47356.58760000005,-6.811334450592574,-57.98268797641927,51.171353525826696,-0.01516440790825455,-0.12908970165383277,0.11392529374557823,1.9138755980861244,8.0,actin-related protein 3,actin related protein 3
XP_027267504.1,septin-7 isoform X4 [Cricetulus griseus],False,True,False,True,False,True,9.391965315255382,50563.317100000044,8.463153495073088,-66.96417060721726,75.42732410229034,0.018036628731234638,-0.14271369227092132,0.16075032100215597,1.3761467889908259,6.0,septin-7 isoform x4,septin 7 isoform x4
XP_027289999.1,MLV-related proviral Env polyprotein-like [Cricetulus griseus],False,True,False,True,False,True,9.615972025411835,59405.59350000002,10.181853904079208,-43.989469622047494,54.17132352612669,0.019488967050045186,-0.08419972748475393,0.10368869453479909,2.952029520295203,16.0,mlv-related proviral env polyprotein-like,mlv related proviral env polyprotein like
NP_001230935.1,carbonyl reductase 2 [Cricetulus griseus],False,True,False,True,True,True,7.547779906604437,30537.62490000002,1.1426208641732596,-34.982543658544664,36.125164522717924,0.0034082033476805005,-0.10434574244685968,0.10775394579454017,2.166064981949458,6.0,carbonyl reductase 2,carbonyl reductase 2
XP_027286977.1,transcription intermediary factor 1-beta isoform X2 [Cricetulus griseus],False,True,False,True,False,True,10.216797234416081,122732.79270000054,29.950061332507047,-127.9286292243961,157.87869055690314,0.03534034824196064,-0.15095268943572399,0.1862930376776846,2.943722943722944,34.0,transcription intermediary factor 1-beta isoform x2,transcription intermediary factor 1 beta isoform x2
XP_027283123.1,COP9 signalosome complex subunit 3 isoform X6 [Cricetulus griseus],False,True,False,True,False,True,6.688070083428001,47229.129900000036,-2.03425436139097,-43.99039289409279,41.956138532701814,-0.004537104813885503,-0.09811409386780387,0.09357698905391837,2.3980815347721824,10.0,cop9 signalosome complex subunit 3 isoform x6,cop9 signalosome complex subunit 3 isoform x6
XP_027254968.1,palmitoyl-protein thioesterase 1 [Cricetulus griseus],False,True,False,True,False,True,8.92467677928551,34568.85090000001,3.657298568366903,-29.991183941718376,33.64848251008527,0.010043474314971117,-0.08236015735754515,0.09240363167251624,2.941176470588235,9.0,palmitoyl-protein thioesterase 1,palmitoyl protein thioesterase 1
XP_027274666.1,heterogeneous nuclear ribonucleoprotein U isoform X3 [Cricetulus griseus],False,True,False,True,False,True,5.564703365501697,86664.40700000038,-9.996348808363395,-123.9421353768547,113.94578656849129,-0.014875140446305276,-0.18443300711988056,0.16955786667357525,1.7699115044247788,14.0,heterogeneous nuclear ribonucleoprotein u isoform x3,heterogeneous nuclear ribonucleoprotein u isoform x3
XP_027249229.1,26S proteasome regulatory subunit 7 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,5.4423017170470445,48633.29610000008,-4.112862060084439,-68.97238798748003,64.8595259273956,-0.008995704769483606,-0.15085729366010142,0.14186158889061778,1.6166281755196306,7.0,26s proteasome regulatory subunit 7 isoform x2,26s proteasome regulatory subunit 7 isoform x2
XP_027262047.1,phenylalanine--tRNA ligase alpha subunit [Cricetulus griseus],False,True,False,True,False,True,8.291349272023172,57722.21790000006,3.985916393151763,-64.96921122137229,68.95512761452406,0.007777016693102313,-0.1267629800450419,0.13453999673814424,0.5905511811023622,3.0,phenylalanine--trna ligase alpha subunit,phenylalanine  trna ligase alpha subunit
XP_027279926.1,26S proteasome non-ATPase regulatory subunit 3 isoform X3 [Cricetulus griseus],False,True,False,True,False,True,8.88955039012026,60788.58610000013,6.502308088416568,-73.97525659399712,80.47756468241367,0.012256497132194533,-0.1394393356895633,0.1516958328217578,0.3766478342749529,2.0,26s proteasome non-atpase regulatory subunit 3 isoform x3,26s proteasome non atpase regulatory subunit 3 isoform x3
XP_027287939.1,E3 ubiquitin-protein ligase HUWE1 isoform X14 [Cricetulus griseus],False,True,False,True,False,True,4.642638275444615,478801.13600000174,-144.47699348153307,-599.6972714561141,455.22027797458094,-0.0687926596408606,-0.28554560341198126,0.21675294377112062,1.5887635275155423,69.0,e3 ubiquitin-protein ligase huwe1 isoform x14,e3 ubiquitin protein ligase huwe1 isoform x14
XP_027284071.1,COP9 signalosome complex subunit 7a isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.946319460445399,29840.753799999984,-0.12010651799450878,-33.98364704667877,33.86354052868426,-0.0003638091098848492,-0.10293829668143692,0.10257448757155206,1.107011070110701,3.0,cop9 signalosome complex subunit 7a isoform x2,cop9 signalosome complex subunit 7a isoform x2
XP_027255922.1,tRNA (cytosine(34)-C(5))-methyltransferase isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.340589615657838,84972.9459000005,-7.165604533050619,-107.94774155576991,100.78213702271928,-0.01080386724069039,-0.1627571076971485,0.15195324045645808,2.122015915119363,16.0,trna (cytosine(34)-c(5))-methyltransferase isoform x2,trna (cytosine(34) c(5)) methyltransferase isoform x2
XP_027260253.1,SEC23-interacting protein isoform X2 [Cricetulus griseus],False,True,False,True,False,True,5.3361465756102895,110942.79660000085,-20.59846607441984,-124.95118798121887,104.35272190679903,-0.025998542035219167,-0.15770828280822785,0.13170974077300868,1.105527638190955,11.0,sec23-interacting protein isoform x2,sec23 interacting protein isoform x2
XP_027253327.1,COP9 signalosome complex subunit 8 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.547758116480878,23124.16629999999,-3.911644170592737,-22.992615479009178,19.08097130841644,-0.014044150402756896,-0.08255141210633939,0.06850726170358248,0.4784688995215311,1.0,cop9 signalosome complex subunit 8 isoform x2,cop9 signalosome complex subunit 8 isoform x2
XP_027274198.1,alpha-actinin-1 isoform X6 [Cricetulus griseus],False,True,False,True,False,True,4.802279211781836,105445.20960000064,-31.32053525227762,-149.93525510156212,118.61471984928451,-0.04089386182813075,-0.1957639470686549,0.15487008524052423,1.312910284463895,12.0,alpha-actinin-1 isoform x6,alpha actinin 1 isoform x6
XP_027275081.1,dual specificity mitogen-activated protein kinase kinase 2 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.780910277735993,44231.358400000056,-1.2800803846160194,-53.974958871835966,52.694878487219945,-0.002982615318619877,-0.12576283574668343,0.12278022042806354,1.5,6.0,dual specificity mitogen-activated protein kinase kinase 2 isoform x2,dual specificity mitogen activated protein kinase kinase 2 isoform x2
XP_027268836.1,eukaryotic translation initiation factor 4 gamma 1 isoform X4 [Cricetulus griseus],False,True,False,True,False,True,4.772875318661518,172017.18620000037,-37.096997824946584,-233.86854288585528,196.77154506090872,-0.034951921629121065,-0.220345458169833,0.18539353654071197,1.0249839846252402,16.0,eukaryotic translation initiation factor 4 gamma 1 isoform x4,eukaryotic translation initiation factor 4 gamma 1 isoform x4
XP_027271995.1,14-3-3 protein gamma isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.260069106577652,28302.267600000017,-14.120642996542767,-45.98420352502703,31.86356052848426,-0.04430851253834088,-0.14429170533899405,0.09998319280065318,1.214574898785425,3.0,14-3-3 protein gamma isoform x2,14 3 3 protein gamma isoform x2
XP_027274807.1,prefoldin subunit 2 [Cricetulus griseus],False,True,False,True,False,True,6.535761095764698,16697.636799999982,-0.6411774046299494,-24.98201389199869,24.340836487368744,-0.0028601472235511706,-0.11143910742324883,0.10857896019969768,0.6493506493506493,1.0,prefoldin subunit 2,prefoldin subunit 2
XP_027282623.1,myb-binding protein 1A isoform X4 [Cricetulus griseus],False,True,False,True,False,True,9.831398120438188,151972.11550000048,31.73357727107372,-161.9166056686572,193.65018293973094,0.03247306478694771,-0.16568974815057358,0.1981628129375213,1.2658227848101267,17.0,myb-binding protein 1a isoform x4,myb binding protein 1a isoform x4
XP_027289240.1,chromobox protein homolog 3 [Cricetulus griseus],False,True,False,True,False,True,4.696983727733606,20811.187599999994,-4.902839354871667,-38.9787211922699,34.075881837398235,-0.01888411371494148,-0.1501331269861872,0.13124901327124572,1.639344262295082,3.0,chromobox protein homolog 3,chromobox protein homolog 3
XP_027275550.1,basic leucine zipper and W2 domain-containing protein 2 [Cricetulus griseus],False,True,False,True,False,True,6.671175718777703,48089.67460000003,-1.3269559251320042,-64.96945804482135,63.64250211968934,-0.0029241666876249225,-0.14317093833302147,0.14024677164539653,0.9546539379474941,4.0,basic leucine zipper and w2 domain-containing protein 2,basic leucine zipper and w2 domain containing protein 2
XP_027261969.1,ATP-dependent RNA helicase DDX39A isoform X1 [Cricetulus griseus],False,True,False,True,False,True,5.181587664279996,49106.9253000001,-9.53850093390264,-66.97069753328529,57.43219659938263,-0.020728369940465258,-0.1455358030848321,0.12480743314436679,2.107728337236534,9.0,atp-dependent rna helicase ddx39a isoform x1,atp dependent rna helicase ddx39a isoform x1
XP_027258922.1,endoplasmic reticulum resident protein 44 [Cricetulus griseus],False,True,False,True,False,True,4.597582993779052,46898.48060000009,-16.76095853182659,-65.98039987444344,49.21944134261683,-0.03755835154430403,-0.1478504375995278,0.11029208605522373,1.7241379310344827,7.0,endoplasmic reticulum resident protein 44,endoplasmic reticulum resident protein 44
XP_027264307.1,EH domain-containing protein 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.840174269197444,60628.086300000075,-1.2293407383739936,-77.96661362521408,76.73727288684007,-0.0023213282310693174,-0.1472220806157186,0.14490075238464928,0.18726591760299627,1.0,eh domain-containing protein 1 isoform x2,eh domain containing protein 1 isoform x2
NP_001233606.1,coatomer subunit epsilon [Cricetulus griseus],False,True,False,True,False,True,4.456560440363569,34522.61380000002,-12.33593709184858,-46.98564447016341,34.64970737831482,-0.03390652005906887,-0.12914460286674015,0.09523808280767124,1.2987012987012987,4.0,coatomer subunit epsilon,coatomer subunit epsilon
NP_001278985.1,acetyl-CoA carboxylase 1 [Cricetulus griseus],False,True,False,True,False,True,6.397491712691697,265375.7878000002,-20.87273070141317,-292.90025487059154,272.0275241691783,-0.014729406858769502,-0.20669298544316161,0.1919635785843921,1.23614663256607,29.0,acetyl-coa carboxylase 1,acetyl coa carboxylase 1
XP_027270624.1,60S acidic ribosomal protein P1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,3.6220430862807267,11513.802499999987,-10.908915374587737,-18.98950273465237,8.080587360064634,-0.062347049894305534,-0.10852953147142416,0.046182481577118635,1.7543859649122806,2.0,60s acidic ribosomal protein p1 isoform x2,60s acidic ribosomal protein p1 isoform x2
NP_001230924.2,MHC class I antigen Hm1-C2 precursor [Cricetulus griseus],False,True,False,True,False,True,6.3441483696241425,39067.36470000003,-3.075334705099884,-44.98834489332973,41.91301018822985,-0.007783886553289833,-0.11386863754674825,0.10608475099345842,1.146131805157593,4.0,mhc class i antigen hm1-c2 precursor,mhc class i antigen hm1 c2 precursor
XP_027275086.1,thimet oligopeptidase isoform X1 [Cricetulus griseus],False,True,False,True,False,True,5.673462672296104,78064.09240000037,-13.179557425382182,-97.9645711563865,84.78501373100431,-0.02102713661719996,-0.15629617557442463,0.13526903895722467,2.037845705967977,14.0,thimet oligopeptidase isoform x1,thimet oligopeptidase isoform x1
XP_027262078.1,lysosomal alpha-mannosidase [Cricetulus griseus],False,True,False,True,False,True,8.50195542405053,113975.3934000006,9.160331241384952,-97.98100725150377,107.1413384928887,0.01135578856775449,-0.12146412315058099,0.13281991171833543,1.1892963330029733,12.0,lysosomal alpha-mannosidase,lysosomal alpha mannosidase
XP_027246747.1,multifunctional protein ADE2 isoform X5 [Cricetulus griseus],False,True,False,True,False,True,7.530637593779404,47131.75170000002,1.143340820056936,-51.97745515272052,53.12079597277746,0.002553564554281065,-0.11608768336733685,0.11864124792161791,3.058823529411765,13.0,multifunctional protein ade2 isoform x5,multifunctional protein ade2 isoform x5
XP_027264139.1,neutral alpha-glucosidase AB isoform X2 [Cricetulus griseus],False,True,False,True,False,True,5.905130747985534,106976.85650000059,-18.039620866683958,-116.97092081269187,98.9312999460079,-0.023328189653438358,-0.15126259275743797,0.1279344031039996,0.9533898305084746,9.0,neutral alpha-glucosidase ab isoform x2,neutral alpha glucosidase ab isoform x2
XP_027267298.1,hsp90 co-chaperone Cdc37 [Cricetulus griseus],False,True,False,True,False,True,4.773374404339725,44460.84270000007,-14.785384712131398,-82.95236968801764,68.16698497588624,-0.034331624633624255,-0.19261518547176934,0.1582835608381451,2.3746701846965697,9.0,hsp90 co-chaperone cdc37,hsp90 co chaperone cdc37
XP_027263120.1,phosphoglycerate mutase 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,7.206178733029857,28817.60960000001,0.6642727198504902,-36.984663737886606,37.64893645773709,0.0020594660379046627,-0.11466474027210552,0.11672420631001017,0.7874015748031495,2.0,phosphoglycerate mutase 1 isoform x2,phosphoglycerate mutase 1 isoform x2
XP_027285731.1,serine-threonine kinase receptor-associated protein isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.494160308675787,38533.899000000034,-15.547830906906235,-52.980474477914804,37.43264357100856,-0.039715011423968015,-0.135332070546445,0.09561705912247695,1.4285714285714286,5.0,serine-threonine kinase receptor-associated protein isoform x2,serine threonine kinase receptor associated protein isoform x2
XP_027262652.1,eukaryotic translation initiation factor 3 subunit A isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.684173523210207,164033.80819999942,-4.018604185704911,-314.8380649695073,310.81946078380236,-0.003908107549098336,-0.3061811916753911,0.30227308412629267,0.5143277002204262,7.0,eukaryotic translation initiation factor 3 subunit a isoform x2,eukaryotic translation initiation factor 3 subunit a isoform x2
XP_027280265.1,protein phosphatase 1G isoform X2 [Cricetulus griseus],False,True,False,True,False,True,3.6187209102013442,59768.40280000016,-80.7548977826824,-134.9235045989241,54.16860681624169,-0.15394584004046558,-0.2572093189020077,0.10326347886154208,2.181818181818182,12.0,protein phosphatase 1g isoform x2,protein phosphatase 1g isoform x2
XP_027260548.1,LOW QUALITY PROTEIN: cytoplasmic FMR1-interacting protein 1 [Cricetulus griseus],False,True,False,True,False,True,7.003609434876312,160563.39510000046,0.0652645202822647,-163.94917238491038,164.01443690519267,6.438128509132803e-05,-0.16173042201412668,0.16179480329921805,2.158273381294964,30.0,low quality protein: cytoplasmic fmr1-interacting protein 1,low quality protein: cytoplasmic fmr1 interacting protein 1
NP_001231779.1,adenosine kinase [Cricetulus griseus],False,True,False,True,True,True,6.5496167085711265,37367.13540000006,-2.0747230544857818,-44.98303074392336,42.90830768943757,-0.005409375320778554,-0.11728316983507524,0.11187379451429666,1.7964071856287425,6.0,adenosine kinase,adenosine kinase
XP_027266454.1,adenine phosphoribosyltransferase [Cricetulus griseus],False,True,False,True,True,True,5.704486167515596,19403.355599999995,-1.6486551945646668,-21.990272602411142,20.341617407846478,-0.006653632240657687,-0.08874820353620953,0.08209457129555187,2.2222222222222223,4.0,adenine phosphoribosyltransferase,adenine phosphoribosyltransferase
XP_027288567.1,histone-binding protein RBBP7 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.392240117740026,47819.506400000115,-29.130526523942383,-69.96824661917734,40.83772009523493,-0.06443548889385263,-0.15476679332407042,0.09033130443021775,1.411764705882353,6.0,histone-binding protein rbbp7 isoform x2,histone binding protein rbbp7 isoform x2
XP_027264829.1,26S proteasome non-ATPase regulatory subunit 13 isoform X3 [Cricetulus griseus],False,True,False,True,True,True,5.518911205768744,42834.86850000005,-7.545029906086575,-50.97835439857286,43.433324492486285,-0.01796013209012834,-0.12134848902283966,0.1033883569327113,1.3297872340425532,5.0,26s proteasome non-atpase regulatory subunit 13 isoform x3,26s proteasome non atpase regulatory subunit 13 isoform x3
XP_027255833.1,cadherin-9 isoform X4 [Cricetulus griseus],False,True,False,False,False,True,4.244103778310849,84457.0739000006,-34.96799912019882,-118.96709297519847,83.99909385499964,-0.05293711651529691,-0.18010109302125932,0.12716397650596237,1.06951871657754,8.0,cadherin-9 isoform x4,cadherin 9 isoform x4
XP_027264068.1,ras GTPase-activating-like protein IQGAP1 isoform X5 [Cricetulus griseus],False,True,False,True,False,True,6.590479549464198,183486.21240000025,-7.019358263339304,-222.9238029639525,215.90444470061323,-0.006334932202983948,-0.20118750535695906,0.19485257315397517,0.8079552517091362,13.0,ras gtpase-activating-like protein iqgap1 isoform x5,ras gtpase activating like protein iqgap1 isoform x5
XP_027263351.1,elongation factor-like GTPase 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,5.431109285629066,124450.98170000062,-19.092692810817052,-154.9166202870046,135.82392747618755,-0.022321077402270337,-0.1811114810565255,0.15879040365425515,2.244165170556553,25.0,elongation factor-like gtpase 1 isoform x2,elongation factor like gtpase 1 isoform x2
XP_027258946.1,sialic acid synthase [Cricetulus griseus],False,True,False,True,False,True,6.948146925482061,40190.8202,-0.28386972181688197,-47.97731636678139,47.6934466449645,-0.0007050414964729697,-0.119160291951859,0.11845525045538602,2.2284122562674096,8.0,sialic acid synthase,sialic acid synthase
XP_027250725.1,protocadherin-18 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.5833281364076655,125294.63070000066,-44.70756093440664,-154.94352321982012,110.23596228541352,-0.05203227997507493,-0.18032888871586134,0.12829660874078644,1.2345679012345678,14.0,protocadherin-18 isoform x2,protocadherin 18 isoform x2
XP_027247365.1,disintegrin and metalloproteinase domain-containing protein 22 isoform X13 [Cricetulus griseus],False,True,False,True,False,True,8.569250508697085,96101.93100000077,8.39188844697606,-103.9617413551266,112.35362980210266,0.011656061019291956,-0.14439948869242408,0.15605554971171604,5.299539170506913,46.0,disintegrin and metalloproteinase domain-containing protein 22 isoform x13,disintegrin and metalloproteinase domain containing protein 22 isoform x13
XP_027273749.1,protein phosphatase 1B isoform X4 [Cricetulus griseus],False,True,False,True,False,True,4.576205387607787,42479.21100000003,-18.488907673029598,-62.97127787710966,44.48237020408006,-0.04425616852473674,-0.15073186232698269,0.10647569380224596,2.849740932642487,11.0,protein phosphatase 1b isoform x4,protein phosphatase 1b isoform x4
XP_027286240.1,flavin reductase (NADPH) isoform X2 [Cricetulus griseus],False,True,False,True,False,True,7.684112268272507,22166.1051,1.916862814088323,-21.99608039871564,23.912943212803963,0.007079104009847969,-0.0812330125072328,0.08831211651708078,0.9708737864077669,2.0,flavin reductase (nadph) isoform x2,flavin reductase (nadph) isoform x2
XP_027284320.1,protein disulfide-isomerase A4 [Cricetulus griseus],False,True,False,True,False,False,4.497411463196174,72585.21010000036,-24.277212250995536,-113.96134784962727,89.68413559863174,-0.040658084052638266,-0.1908559356699651,0.15019785161732685,0.9345794392523363,6.0,protein disulfide-isomerase a4,protein disulfide isomerase a4
XP_027255539.1,heterogeneous nuclear ribonucleoprotein R isoform X3 [Cricetulus griseus],False,True,False,True,False,True,9.558999627764335,59954.15790000004,15.387212760301725,-71.99414628883164,87.38135904913337,0.029272553393108136,-0.13696128883511569,0.16623384222822382,0.7476635514018692,4.0,heterogeneous nuclear ribonucleoprotein r isoform x3,heterogeneous nuclear ribonucleoprotein r isoform x3
XP_027276023.1,lupus La protein [Cricetulus griseus],False,True,False,True,False,True,10.28649344535077,46866.86880000002,28.23809926331792,-63.972021033066156,92.21012029638408,0.06330504969675944,-0.14341446755806025,0.2067195172548197,0.7371007371007371,3.0,lupus la protein,lupus la protein
XP_027285125.1,V-type proton ATPase subunit E 1 isoform X1 [Cricetulus griseus],False,True,False,True,False,True,8.937959020949302,26171.136199999997,2.0923383456828377,-36.98374046584131,39.07607881152414,0.006917200785619684,-0.12226701247115147,0.12918421325677115,0.4424778761061947,1.0,v-type proton atpase subunit e 1 isoform x1,v type proton atpase subunit e 1 isoform x1
XP_027249796.1,ubiquitin carboxyl-terminal hydrolase isozyme L3 isoform X2 [Cricetulus griseus],False,True,False,True,True,True,4.509020065528525,21980.638700000014,-12.06779971895727,-35.9800020108835,23.91220229192623,-0.04481754620964516,-0.13362298350152185,0.08880543729187669,1.5463917525773196,3.0,ubiquitin carboxyl-terminal hydrolase isozyme l3 isoform x2,ubiquitin carboxyl terminal hydrolase isozyme l3 isoform x2
XP_027269598.1,protein-tyrosine sulfotransferase 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,9.95011428062992,40145.56260000001,14.229548799077465,-37.98862767570983,52.218176474787285,0.03536819936326539,-0.09442248493912012,0.1297906843023855,1.9830028328611897,7.0,protein-tyrosine sulfotransferase 1 isoform x2,protein tyrosine sulfotransferase 1 isoform x2
XP_027255469.1,chloride intracellular channel protein 4 isoform X2 [Cricetulus griseus],False,True,False,True,True,True,5.016791110920902,28728.705300000027,-4.383235349780645,-39.98313609582395,35.5999007460433,-0.01361750698119833,-0.12421660975661121,0.11059910277541288,1.5810276679841897,4.0,chloride intracellular channel protein 4 isoform x2,chloride intracellular channel protein 4 isoform x2
XP_027281317.1,soluble calcium-activated nucleotidase 1 [Cricetulus griseus],False,True,False,True,False,False,6.655589289612439,45231.44070000008,-2.978355381743671,-52.98371660036516,50.005361218621495,-0.0068369607925227,-0.12162671898030977,0.11478975818778708,0.25,1.0,soluble calcium-activated nucleotidase 1,soluble calcium activated nucleotidase 1
XP_027287250.1,eukaryotic translation initiation factor 3 subunit E isoform X2 [Cricetulus griseus],False,True,False,True,False,True,5.837191974439978,52220.20220000005,-5.814753123503327,-60.98532572885229,55.17057260534896,-0.01212883535822432,-0.12720763191873585,0.11507879656051155,1.5730337078651686,7.0,eukaryotic translation initiation factor 3 subunit e isoform x2,eukaryotic translation initiation factor 3 subunit e isoform x2
XP_027276128.1,26S proteasome non-ATPase regulatory subunit 14 isoform X2 [Cricetulus griseus],False,True,False,False,False,True,5.995914164274753,31520.24010000005,-5.549499386646972,-35.98418874596282,30.434689359315843,-0.016207187231855345,-0.10509100799173429,0.08888382075987894,1.0526315789473684,3.0,26s proteasome non-atpase regulatory subunit 14 isoform x2,26s proteasome non atpase regulatory subunit 14 isoform x2
XP_027246745.1,amidophosphoribosyltransferase isoform X3 [Cricetulus griseus],False,True,False,True,False,True,8.280560703853721,48903.46240000005,3.9750290644632003,-53.98094946983859,57.95597853430179,0.008662184351722462,-0.1176325828580833,0.12629476720980576,2.733485193621868,12.0,amidophosphoribosyltransferase isoform x3,amidophosphoribosyltransferase isoform x3
XP_027251627.1,rap1 GTPase-GDP dissociation stimulator 1 isoform X3 [Cricetulus griseus],False,True,False,False,False,False,4.621431503052296,66158.70610000023,-21.214150064592655,-81.9530647915882,60.73891472699554,-0.03779327151741572,-0.14600040161506833,0.10820713009765259,2.3064250411861615,14.0,rap1 gtpase-gdp dissociation stimulator 1 isoform x3,rap1 gtpase gdp dissociation stimulator 1 isoform x3
XP_027283280.1,histidine triad nucleotide-binding protein 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.655915815210794,13749.673999999992,-1.3426916741457933,-16.994317865941998,15.651626191796206,-0.006817548161039315,-0.08628904367697007,0.07947149551593077,1.5873015873015872,2.0,histidine triad nucleotide-binding protein 1 isoform x2,histidine triad nucleotide binding protein 1 isoform x2
XP_027264435.1,ras-related protein Rab-1B [Cricetulus griseus],False,True,False,True,False,True,5.09716724725607,22186.897499999995,-1.9163848693238368,-26.994579468455274,25.078194599131436,-0.007072916561987766,-0.09963051329751872,0.09255759673553092,1.4925373134328357,3.0,ras-related protein rab-1b,ras related protein rab 1b
XP_027253470.1,septin-2 isoform X2 [Cricetulus griseus],False,True,False,False,False,True,6.1161116045722155,37076.01290000008,-6.016058435272394,-54.97336183680375,48.95730340153135,-0.015767525758976608,-0.14408003315547888,0.12831250739650224,1.2461059190031152,4.0,septin-2 isoform x2,septin 2 isoform x2
XP_027286737.1,LOW QUALITY PROTEIN: echinoderm microtubule-associated protein-like 2 isoform X2 [Cricetulus griseus],False,True,False,True,True,True,6.97132293477432,91703.15720000045,-0.35179387728742095,-95.97267109129378,95.62087721400636,-0.0005041335540975171,-0.13753236453844334,0.13702823098434583,2.5912838633686692,22.0,low quality protein: echinoderm microtubule-associated protein-like 2 isoform x2,low quality protein: echinoderm microtubule associated protein like 2 isoform x2
XP_027286733.1,vasodilator-stimulated phosphoprotein isoform X3 [Cricetulus griseus],False,True,False,True,False,True,9.150283920736962,39260.634500000015,3.4146563149525964,-41.972062202498996,45.38671851745159,0.008614345944920146,-0.10588528697625393,0.11449963292117409,0.53475935828877,2.0,vasodilator-stimulated phosphoprotein isoform x3,vasodilator stimulated phosphoprotein isoform x3
XP_027257066.1,"threonine--tRNA ligase, cytoplasmic [Cricetulus griseus]",False,True,False,True,False,True,7.0958503732004345,83423.03010000037,0.8253702918407101,-108.95445396914538,109.77982426098609,0.001259809983500627,-0.1663034279451378,0.16756323792863842,2.21606648199446,16.0,"threonine--trna ligase, cytoplasmic",threonine  trna ligase cytoplasmic
XP_027289208.1,synaptic functional regulator FMR1 isoform X10 [Cricetulus griseus],False,True,False,True,False,True,6.49497385011555,58094.78910000008,-3.747178167604451,-78.96290188205856,75.2157237144541,-0.0072799166948011185,-0.15340699640354566,0.14612707970874453,0.9765625,5.0,synaptic functional regulator fmr1 isoform x10,synaptic functional regulator fmr1 isoform x10
XP_027270355.1,transforming protein RhoA [Cricetulus griseus],False,True,False,False,False,True,5.7669212120122735,21781.923099999993,-1.6472993467271744,-31.987087940192275,30.3397885934651,-0.006154912720097021,-0.11951545712265636,0.11336054440255934,3.1088082901554404,6.0,transforming protein rhoa,transforming protein rhoa
XP_027284023.1,complement C1r subcomponent [Cricetulus griseus],False,True,False,True,False,True,5.93747557722981,80097.40440000035,-10.464896080987163,-87.9885827910837,77.52368671009654,-0.01641230116899024,-0.13799421504276174,0.12158191387377153,3.6879432624113475,26.0,complement c1r subcomponent,complement c1r subcomponent
XP_027249198.1,protein S100-A10 [Cricetulus griseus],False,True,False,True,True,True,6.782567656063573,11247.05889999999,-0.3909609478083874,-15.99451932261445,15.603558374806063,-0.002269625760451897,-0.09285217176842693,0.09058254600797505,2.0618556701030926,2.0,protein s100-a10,protein s100 a10
XP_027270396.1,cAMP-dependent protein kinase type II-alpha regulatory subunit isoform X3 [Cricetulus griseus],False,True,False,True,False,False,4.311002656354362,45292.45740000003,-21.798123032445105,-71.96874563729408,50.170622604848965,-0.04999370954435369,-0.16505937508045915,0.11506566553610544,1.4962593516209477,6.0,camp-dependent protein kinase type ii-alpha regulatory subunit isoform x3,camp dependent protein kinase type ii alpha regulatory subunit isoform x3
XP_027259661.1,elongation factor 1-delta isoform X3 [Cricetulus griseus],False,True,False,True,False,True,4.736542159057203,37153.50330000004,-9.585975976360789,-53.97196357283465,44.38598759647386,-0.025088999448927944,-0.1412587062262259,0.11616970677729795,1.483679525222552,5.0,elongation factor 1-delta isoform x3,elongation factor 1 delta isoform x3
