accn,name,cq_g12,cq_eluate,hq_g12,hq_eluate,xq_g12,xq_eluate,pI,mass,desc_lower_2
XP_027286056.1,"SUMO-activating enzyme subunit 2 isoform X2, partial [Cricetulus griseus]",False,True,False,True,False,True,4.564199552992838,67340.15390000025,sumo activating enzyme subunit 2 isoform x2 partial
XP_027259032.1,talin-1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.049519114354807,269733.1553000008,talin 1 isoform x2
XP_027260469.1,eukaryotic translation initiation factor 3 subunit C isoform X7 [Cricetulus griseus],False,True,False,True,False,True,5.208407095957044,105576.80040000044,eukaryotic translation initiation factor 3 subunit c isoform x7
XP_027249169.1,protein S100-A6 isoform X1 [Cricetulus griseus],False,True,False,True,False,True,4.880652248760716,10050.499299999994,protein s100 a6 isoform x1
XP_027261755.1,26S proteasome non-ATPase regulatory subunit 7 [Cricetulus griseus],False,True,False,True,False,True,6.779909481990715,36496.33210000001,26s proteasome non atpase regulatory subunit 7
XP_027262492.1,DNA damage-binding protein 1 isoform X4 [Cricetulus griseus],False,True,False,True,False,True,4.68823268059865,126925.3848000006,dna damage binding protein 1 isoform x4
XP_027243413.1,COP9 signalosome complex subunit 4 isoform X1 [Cricetulus griseus],False,True,False,True,False,True,5.551423022141723,46310.352200000096,cop9 signalosome complex subunit 4 isoform x1
XP_027277436.1,ribosome-binding protein 1 isoform X6 [Cricetulus griseus],False,True,False,True,False,True,9.773059904474739,161468.66760000054,ribosome binding protein 1 isoform x6
XP_027259531.1,cytochrome b5 isoform X1 [Cricetulus griseus],False,True,False,True,True,True,4.45644543409107,15238.82789999998,cytochrome b5 isoform x1
XP_027283871.1,synaptic vesicle membrane protein VAT-1 homolog isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.548650007189283,42828.89570000001,synaptic vesicle membrane protein vat 1 homolog isoform x2
XP_027252702.1,"60 kDa heat shock protein, mitochondrial [Cricetulus griseus]",False,True,False,True,False,True,5.5540023307611746,60987.84950000007,60 kda heat shock protein mitochondrial
XP_027271072.1,programmed cell death 6-interacting protein isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.304264820464205,95907.86690000046,programmed cell death 6 interacting protein isoform x2
XP_027283955.1,ATP-citrate synthase isoform X3 [Cricetulus griseus],False,True,False,True,False,True,7.909862095727298,120829.8529000008,atp citrate synthase isoform x3
XP_027284895.1,actin-related protein 2/3 complex subunit 4 isoform X5 [Cricetulus griseus],False,True,False,True,False,True,9.259904600445681,19666.796800000004,actin related protein 2/3 complex subunit 4 isoform x5
XP_027248058.1,protein OS-9 isoform X3 [Cricetulus griseus],False,True,False,True,False,True,4.267089489638687,75935.6099000003,protein os 9 isoform x3
XP_027273578.1,actin-related protein 3 [Cricetulus griseus],False,True,False,True,False,True,5.57863513381694,47356.58760000005,actin related protein 3
XP_027267504.1,septin-7 isoform X4 [Cricetulus griseus],False,True,False,True,False,True,9.391965315255382,50563.317100000044,septin 7 isoform x4
XP_027289999.1,MLV-related proviral Env polyprotein-like [Cricetulus griseus],False,True,False,True,False,True,9.615972025411835,59405.59350000002,mlv related proviral env polyprotein like
NP_001230935.1,carbonyl reductase 2 [Cricetulus griseus],False,True,False,True,True,True,7.547779906604437,30537.62490000002,carbonyl reductase 2
XP_027286977.1,transcription intermediary factor 1-beta isoform X2 [Cricetulus griseus],False,True,False,True,False,True,10.216797234416081,122732.79270000054,transcription intermediary factor 1 beta isoform x2
XP_027283123.1,COP9 signalosome complex subunit 3 isoform X6 [Cricetulus griseus],False,True,False,True,False,True,6.688070083428001,47229.129900000036,cop9 signalosome complex subunit 3 isoform x6
XP_027254968.1,palmitoyl-protein thioesterase 1 [Cricetulus griseus],False,True,False,True,False,True,8.92467677928551,34568.85090000001,palmitoyl protein thioesterase 1
XP_027274666.1,heterogeneous nuclear ribonucleoprotein U isoform X3 [Cricetulus griseus],False,True,False,True,False,True,5.564703365501697,86664.40700000038,heterogeneous nuclear ribonucleoprotein u isoform x3
XP_027249229.1,26S proteasome regulatory subunit 7 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,5.4423017170470445,48633.29610000008,26s proteasome regulatory subunit 7 isoform x2
XP_027262047.1,phenylalanine--tRNA ligase alpha subunit [Cricetulus griseus],False,True,False,True,False,True,8.291349272023172,57722.21790000006,phenylalanine  trna ligase alpha subunit
XP_027279926.1,26S proteasome non-ATPase regulatory subunit 3 isoform X3 [Cricetulus griseus],False,True,False,True,False,True,8.88955039012026,60788.58610000013,26s proteasome non atpase regulatory subunit 3 isoform x3
XP_027287939.1,E3 ubiquitin-protein ligase HUWE1 isoform X14 [Cricetulus griseus],False,True,False,True,False,True,4.642638275444615,478801.13600000174,e3 ubiquitin protein ligase huwe1 isoform x14
XP_027284071.1,COP9 signalosome complex subunit 7a isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.946319460445399,29840.753799999984,cop9 signalosome complex subunit 7a isoform x2
XP_027255922.1,tRNA (cytosine(34)-C(5))-methyltransferase isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.340589615657838,84972.9459000005,trna (cytosine(34) c(5)) methyltransferase isoform x2
XP_027260253.1,SEC23-interacting protein isoform X2 [Cricetulus griseus],False,True,False,True,False,True,5.3361465756102895,110942.79660000085,sec23 interacting protein isoform x2
XP_027253327.1,COP9 signalosome complex subunit 8 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.547758116480878,23124.16629999999,cop9 signalosome complex subunit 8 isoform x2
XP_027274198.1,alpha-actinin-1 isoform X6 [Cricetulus griseus],False,True,False,True,False,True,4.802279211781836,105445.20960000064,alpha actinin 1 isoform x6
XP_027275081.1,dual specificity mitogen-activated protein kinase kinase 2 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.780910277735993,44231.358400000056,dual specificity mitogen activated protein kinase kinase 2 isoform x2
XP_027268836.1,eukaryotic translation initiation factor 4 gamma 1 isoform X4 [Cricetulus griseus],False,True,False,True,False,True,4.772875318661518,172017.18620000037,eukaryotic translation initiation factor 4 gamma 1 isoform x4
XP_027271995.1,14-3-3 protein gamma isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.260069106577652,28302.267600000017,14 3 3 protein gamma isoform x2
XP_027274807.1,prefoldin subunit 2 [Cricetulus griseus],False,True,False,True,False,True,6.535761095764698,16697.636799999982,prefoldin subunit 2
XP_027282623.1,myb-binding protein 1A isoform X4 [Cricetulus griseus],False,True,False,True,False,True,9.831398120438188,151972.11550000048,myb binding protein 1a isoform x4
XP_027289240.1,chromobox protein homolog 3 [Cricetulus griseus],False,True,False,True,False,True,4.696983727733606,20811.187599999994,chromobox protein homolog 3
XP_027275550.1,basic leucine zipper and W2 domain-containing protein 2 [Cricetulus griseus],False,True,False,True,False,True,6.671175718777703,48089.67460000003,basic leucine zipper and w2 domain containing protein 2
XP_027261969.1,ATP-dependent RNA helicase DDX39A isoform X1 [Cricetulus griseus],False,True,False,True,False,True,5.181587664279996,49106.9253000001,atp dependent rna helicase ddx39a isoform x1
XP_027258922.1,endoplasmic reticulum resident protein 44 [Cricetulus griseus],False,True,False,True,False,True,4.597582993779052,46898.48060000009,endoplasmic reticulum resident protein 44
XP_027264307.1,EH domain-containing protein 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.840174269197444,60628.086300000075,eh domain containing protein 1 isoform x2
NP_001233606.1,coatomer subunit epsilon [Cricetulus griseus],False,True,False,True,False,True,4.456560440363569,34522.61380000002,coatomer subunit epsilon
NP_001278985.1,acetyl-CoA carboxylase 1 [Cricetulus griseus],False,True,False,True,False,True,6.397491712691697,265375.7878000002,acetyl coa carboxylase 1
XP_027270624.1,60S acidic ribosomal protein P1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,3.6220430862807267,11513.802499999987,60s acidic ribosomal protein p1 isoform x2
NP_001230924.2,MHC class I antigen Hm1-C2 precursor [Cricetulus griseus],False,True,False,True,False,True,6.3441483696241425,39067.36470000003,mhc class i antigen hm1 c2 precursor
XP_027275086.1,thimet oligopeptidase isoform X1 [Cricetulus griseus],False,True,False,True,False,True,5.673462672296104,78064.09240000037,thimet oligopeptidase isoform x1
XP_027262078.1,lysosomal alpha-mannosidase [Cricetulus griseus],False,True,False,True,False,True,8.50195542405053,113975.3934000006,lysosomal alpha mannosidase
XP_027246747.1,multifunctional protein ADE2 isoform X5 [Cricetulus griseus],False,True,False,True,False,True,7.530637593779404,47131.75170000002,multifunctional protein ade2 isoform x5
XP_027264139.1,neutral alpha-glucosidase AB isoform X2 [Cricetulus griseus],False,True,False,True,False,True,5.905130747985534,106976.85650000059,neutral alpha glucosidase ab isoform x2
XP_027267298.1,hsp90 co-chaperone Cdc37 [Cricetulus griseus],False,True,False,True,False,True,4.773374404339725,44460.84270000007,hsp90 co chaperone cdc37
XP_027263120.1,phosphoglycerate mutase 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,7.206178733029857,28817.60960000001,phosphoglycerate mutase 1 isoform x2
XP_027285731.1,serine-threonine kinase receptor-associated protein isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.494160308675787,38533.899000000034,serine threonine kinase receptor associated protein isoform x2
XP_027262652.1,eukaryotic translation initiation factor 3 subunit A isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.684173523210207,164033.80819999942,eukaryotic translation initiation factor 3 subunit a isoform x2
XP_027280265.1,protein phosphatase 1G isoform X2 [Cricetulus griseus],False,True,False,True,False,True,3.6187209102013442,59768.40280000016,protein phosphatase 1g isoform x2
XP_027260548.1,LOW QUALITY PROTEIN: cytoplasmic FMR1-interacting protein 1 [Cricetulus griseus],False,True,False,True,False,True,7.003609434876312,160563.39510000046,low quality protein: cytoplasmic fmr1 interacting protein 1
NP_001231779.1,adenosine kinase [Cricetulus griseus],False,True,False,True,True,True,6.5496167085711265,37367.13540000006,adenosine kinase
XP_027266454.1,adenine phosphoribosyltransferase [Cricetulus griseus],False,True,False,True,True,True,5.704486167515596,19403.355599999995,adenine phosphoribosyltransferase
XP_027288567.1,histone-binding protein RBBP7 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.392240117740026,47819.506400000115,histone binding protein rbbp7 isoform x2
XP_027264829.1,26S proteasome non-ATPase regulatory subunit 13 isoform X3 [Cricetulus griseus],False,True,False,True,True,True,5.518911205768744,42834.86850000005,26s proteasome non atpase regulatory subunit 13 isoform x3
XP_027255833.1,cadherin-9 isoform X4 [Cricetulus griseus],False,True,False,False,False,True,4.244103778310849,84457.0739000006,cadherin 9 isoform x4
XP_027264068.1,ras GTPase-activating-like protein IQGAP1 isoform X5 [Cricetulus griseus],False,True,False,True,False,True,6.590479549464198,183486.21240000025,ras gtpase activating like protein iqgap1 isoform x5
XP_027263351.1,elongation factor-like GTPase 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,5.431109285629066,124450.98170000062,elongation factor like gtpase 1 isoform x2
XP_027258946.1,sialic acid synthase [Cricetulus griseus],False,True,False,True,False,True,6.948146925482061,40190.8202,sialic acid synthase
XP_027250725.1,protocadherin-18 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.5833281364076655,125294.63070000066,protocadherin 18 isoform x2
XP_027247365.1,disintegrin and metalloproteinase domain-containing protein 22 isoform X13 [Cricetulus griseus],False,True,False,True,False,True,8.569250508697085,96101.93100000077,disintegrin and metalloproteinase domain containing protein 22 isoform x13
XP_027273749.1,protein phosphatase 1B isoform X4 [Cricetulus griseus],False,True,False,True,False,True,4.576205387607787,42479.21100000003,protein phosphatase 1b isoform x4
XP_027286240.1,flavin reductase (NADPH) isoform X2 [Cricetulus griseus],False,True,False,True,False,True,7.684112268272507,22166.1051,flavin reductase (nadph) isoform x2
XP_027284320.1,protein disulfide-isomerase A4 [Cricetulus griseus],False,True,False,True,False,False,4.497411463196174,72585.21010000036,protein disulfide isomerase a4
XP_027255539.1,heterogeneous nuclear ribonucleoprotein R isoform X3 [Cricetulus griseus],False,True,False,True,False,True,9.558999627764335,59954.15790000004,heterogeneous nuclear ribonucleoprotein r isoform x3
XP_027276023.1,lupus La protein [Cricetulus griseus],False,True,False,True,False,True,10.28649344535077,46866.86880000002,lupus la protein
XP_027285125.1,V-type proton ATPase subunit E 1 isoform X1 [Cricetulus griseus],False,True,False,True,False,True,8.937959020949302,26171.136199999997,v type proton atpase subunit e 1 isoform x1
XP_027249796.1,ubiquitin carboxyl-terminal hydrolase isozyme L3 isoform X2 [Cricetulus griseus],False,True,False,True,True,True,4.509020065528525,21980.638700000014,ubiquitin carboxyl terminal hydrolase isozyme l3 isoform x2
XP_027269598.1,protein-tyrosine sulfotransferase 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,9.95011428062992,40145.56260000001,protein tyrosine sulfotransferase 1 isoform x2
XP_027255469.1,chloride intracellular channel protein 4 isoform X2 [Cricetulus griseus],False,True,False,True,True,True,5.016791110920902,28728.705300000027,chloride intracellular channel protein 4 isoform x2
XP_027281317.1,soluble calcium-activated nucleotidase 1 [Cricetulus griseus],False,True,False,True,False,False,6.655589289612439,45231.44070000008,soluble calcium activated nucleotidase 1
XP_027287250.1,eukaryotic translation initiation factor 3 subunit E isoform X2 [Cricetulus griseus],False,True,False,True,False,True,5.837191974439978,52220.20220000005,eukaryotic translation initiation factor 3 subunit e isoform x2
XP_027276128.1,26S proteasome non-ATPase regulatory subunit 14 isoform X2 [Cricetulus griseus],False,True,False,False,False,True,5.995914164274753,31520.24010000005,26s proteasome non atpase regulatory subunit 14 isoform x2
XP_027246745.1,amidophosphoribosyltransferase isoform X3 [Cricetulus griseus],False,True,False,True,False,True,8.280560703853721,48903.46240000005,amidophosphoribosyltransferase isoform x3
XP_027251627.1,rap1 GTPase-GDP dissociation stimulator 1 isoform X3 [Cricetulus griseus],False,True,False,False,False,False,4.621431503052296,66158.70610000023,rap1 gtpase gdp dissociation stimulator 1 isoform x3
XP_027283280.1,histidine triad nucleotide-binding protein 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.655915815210794,13749.673999999992,histidine triad nucleotide binding protein 1 isoform x2
XP_027264435.1,ras-related protein Rab-1B [Cricetulus griseus],False,True,False,True,False,True,5.09716724725607,22186.897499999995,ras related protein rab 1b
XP_027253470.1,septin-2 isoform X2 [Cricetulus griseus],False,True,False,False,False,True,6.1161116045722155,37076.01290000008,septin 2 isoform x2
XP_027286737.1,LOW QUALITY PROTEIN: echinoderm microtubule-associated protein-like 2 isoform X2 [Cricetulus griseus],False,True,False,True,True,True,6.97132293477432,91703.15720000045,low quality protein: echinoderm microtubule associated protein like 2 isoform x2
XP_027286733.1,vasodilator-stimulated phosphoprotein isoform X3 [Cricetulus griseus],False,True,False,True,False,True,9.150283920736962,39260.634500000015,vasodilator stimulated phosphoprotein isoform x3
XP_027257066.1,"threonine--tRNA ligase, cytoplasmic [Cricetulus griseus]",False,True,False,True,False,True,7.0958503732004345,83423.03010000037,threonine  trna ligase cytoplasmic
XP_027289208.1,synaptic functional regulator FMR1 isoform X10 [Cricetulus griseus],False,True,False,True,False,True,6.49497385011555,58094.78910000008,synaptic functional regulator fmr1 isoform x10
XP_027270355.1,transforming protein RhoA [Cricetulus griseus],False,True,False,False,False,True,5.7669212120122735,21781.923099999993,transforming protein rhoa
XP_027284023.1,complement C1r subcomponent [Cricetulus griseus],False,True,False,True,False,True,5.93747557722981,80097.40440000035,complement c1r subcomponent
XP_027249198.1,protein S100-A10 [Cricetulus griseus],False,True,False,True,True,True,6.782567656063573,11247.05889999999,protein s100 a10
XP_027270396.1,cAMP-dependent protein kinase type II-alpha regulatory subunit isoform X3 [Cricetulus griseus],False,True,False,True,False,False,4.311002656354362,45292.45740000003,camp dependent protein kinase type ii alpha regulatory subunit isoform x3
XP_027259661.1,elongation factor 1-delta isoform X3 [Cricetulus griseus],False,True,False,True,False,True,4.736542159057203,37153.50330000004,elongation factor 1 delta isoform x3
XP_027272779.1,laminin subunit beta-1 isoform X3 [Cricetulus griseus],False,True,False,True,False,True,4.198082730136737,185852.9894000005,laminin subunit beta 1 isoform x3
XP_027259167.1,dnaJ homolog subfamily A member 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,7.185400161164056,44867.71460000002,dnaj homolog subfamily a member 1 isoform x2
XP_027243739.1,"spectrin beta chain, non-erythrocytic 1 isoform X6 [Cricetulus griseus]",False,True,False,False,False,False,5.063606730238873,251178.38449999923,spectrin beta chain non erythrocytic 1 isoform x6
XP_027285284.1,LOW QUALITY PROTEIN: S-adenosylmethionine synthase isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.485912524796895,43660.149100000024,low quality protein: s adenosylmethionine synthase isoform x2
XP_027260430.1,fructose-bisphosphate aldolase A isoform X2 [Cricetulus griseus],False,True,False,True,False,True,9.071925722194667,39381.49810000004,fructose bisphosphate aldolase a isoform x2
XP_027278670.1,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 [Cricetulus griseus],False,True,False,True,False,True,5.5532716600472325,56446.16320000005,udp n acetylhexosamine pyrophosphorylase like protein 1
XP_027245089.1,fermitin family homolog 2 isoform X5 [Cricetulus griseus],False,True,False,True,False,True,6.723317107745156,77888.55800000027,fermitin family homolog 2 isoform x5
XP_027265896.1,dickkopf-related protein 3 isoform X2 [Cricetulus griseus],False,True,False,False,False,True,3.855586265557421,35350.12960000005,dickkopf related protein 3 isoform x2
XP_027262546.1,ferritin heavy chain [Cricetulus griseus],False,True,False,True,False,True,6.14215217909423,21485.843600000015,ferritin heavy chain
XP_027272758.1,far upstream element-binding protein 2 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,9.695050357716996,85478.99040000021,far upstream element binding protein 2 isoform x2
XP_027255666.1,E3 ubiquitin-protein ligase UBR4 isoform X10 [Cricetulus griseus],False,True,False,True,False,False,5.901544534897288,573092.517800003,e3 ubiquitin protein ligase ubr4 isoform x10
XP_027265521.1,heterogeneous nuclear ribonucleoprotein K isoform X4 [Cricetulus griseus],False,True,False,True,False,False,5.417433154416489,48507.954900000026,heterogeneous nuclear ribonucleoprotein k isoform x4
XP_027286283.1,26S proteasome regulatory subunit 6B isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.589693006737287,49813.43050000007,26s proteasome regulatory subunit 6b isoform x2
XP_027276354.1,nodal modulator 1 isoform X3 [Cricetulus griseus],False,True,False,True,False,True,5.938117003661492,133693.60650000055,nodal modulator 1 isoform x3
XP_027275514.1,sorting nexin-6 isoform X3 [Cricetulus griseus],False,True,False,True,False,True,6.034775722029338,46748.35240000006,sorting nexin 6 isoform x3
XP_027284404.1,poly(rC)-binding protein 1 [Cricetulus griseus],False,True,False,True,False,True,7.207779540602823,37497.42809999998,poly(rc) binding protein 1
XP_027262345.1,retinal dehydrogenase 1 isoform X2 [Cricetulus griseus],False,True,False,False,False,True,7.61926760427133,49093.89330000003,retinal dehydrogenase 1 isoform x2
XP_027248288.1,tRNA-splicing ligase RtcB homolog isoform X2 [Cricetulus griseus],False,True,False,True,False,True,7.316444124885752,55221.69060000009,trna splicing ligase rtcb homolog isoform x2
XP_027249932.1,decorin [Cricetulus griseus],False,True,False,True,False,True,9.34929842081149,40097.73430000001,decorin
XP_027258725.1,40S ribosomal protein S12 isoform X2 [Cricetulus griseus],False,True,False,True,True,True,7.4032680840359175,14514.793999999994,40s ribosomal protein s12 isoform x2
XP_027251258.1,S-adenosylhomocysteine hydrolase-like protein 1 isoform X5 [Cricetulus griseus],False,True,False,True,True,True,6.981656598979382,58950.805200000075,s adenosylhomocysteine hydrolase like protein 1 isoform x5
XP_027262295.1,COBW domain-containing protein 1 isoform X3 [Cricetulus griseus],False,True,False,True,False,True,4.22645500578682,43841.59860000005,cobw domain containing protein 1 isoform x3
XP_027267059.1,vacuolar protein sorting-associated protein 13C [Cricetulus griseus],False,True,False,True,False,True,6.450458793879859,415842.7589000051,vacuolar protein sorting associated protein 13c
XP_027268441.1,N-alpha-acetyltransferase 50 isoform X3 [Cricetulus griseus],False,True,False,False,False,True,9.610659867165303,19327.045299999998,n alpha acetyltransferase 50 isoform x3
XP_027288192.1,rab GDP dissociation inhibitor alpha isoform X3 [Cricetulus griseus],False,True,False,True,False,True,4.770599157829703,48197.42200000005,rab gdp dissociation inhibitor alpha isoform x3
XP_027277429.1,sorting nexin-5 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.629783856148561,46737.724300000016,sorting nexin 5 isoform x2
XP_027273140.1,sulfhydryl oxidase 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,9.224854211805177,64651.45930000021,sulfhydryl oxidase 1 isoform x2
XP_027285274.1,macrophage-capping protein [Cricetulus griseus],False,True,False,True,False,True,6.755174713954255,38741.38060000004,macrophage capping protein
XP_027258603.1,platelet-derived growth factor receptor beta isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.444874125639484,122909.58850000073,platelet derived growth factor receptor beta isoform x2
XP_027242785.1,cytosol aminopeptidase [Cricetulus griseus],False,True,False,True,False,True,7.2629717440960135,56295.638700000076,cytosol aminopeptidase
NP_001233751.1,inosine-5'-monophosphate dehydrogenase 2 [Cricetulus griseus],False,True,False,True,False,True,7.387102383415986,55889.5631000001,inosine 5' monophosphate dehydrogenase 2
XP_027267262.1,peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,9.661864119820004,18358.201799999988,peptidyl prolyl cis trans isomerase nima interacting 1 isoform x2
XP_027267859.1,zinc finger protein ZPR1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.290677642335891,46205.41180000003,zinc finger protein zpr1 isoform x2
XP_027260685.1,ATP-binding cassette sub-family E member 1 [Cricetulus griseus],False,True,False,True,False,True,9.464865051724397,67341.63760000016,atp binding cassette sub family e member 1
XP_027276518.1,AP-2 complex subunit alpha-1 isoform X3 [Cricetulus griseus],False,True,False,True,False,True,8.523181230350506,105494.38960000064,ap 2 complex subunit alpha 1 isoform x3
XP_027269750.1,huntingtin-interacting protein 1-related protein isoform X3 [Cricetulus griseus],False,True,False,True,False,False,6.0778649802861064,114990.19440000081,huntingtin interacting protein 1 related protein isoform x3
XP_027286290.1,rRNA 2'-O-methyltransferase fibrillarin isoform X2 [Cricetulus griseus],False,True,False,True,False,True,10.768691003321239,34404.473200000044,rrna 2' o methyltransferase fibrillarin isoform x2
XP_027249018.1,thrombospondin-3 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,3.7434129708607613,103213.00020000045,thrombospondin 3 isoform x2
XP_027264505.1,serine/threonine-protein phosphatase PP1-alpha catalytic subunit [Cricetulus griseus],False,True,False,True,False,True,6.275408751751891,37511.66420000004,serine/threonine protein phosphatase pp1 alpha catalytic subunit
XP_027268866.1,translation initiation factor eIF-2B subunit epsilon isoform X1 [Cricetulus griseus],False,True,False,True,False,True,4.549543562161335,80361.97320000039,translation initiation factor eif 2b subunit epsilon isoform x1
XP_027254032.1,TAR DNA-binding protein 43 isoform X1 [Cricetulus griseus],False,True,False,True,False,True,6.704332457050536,44547.25210000008,tar dna binding protein 43 isoform x1
XP_027264462.1,copper chaperone for superoxide dismutase [Cricetulus griseus],False,True,False,True,False,True,5.10394402135161,29280.58740000002,copper chaperone for superoxide dismutase
XP_027279503.1,26S proteasome non-ATPase regulatory subunit 5 isoform X1 [Cricetulus griseus],False,True,False,True,False,True,4.6885267943316,55869.27020000015,26s proteasome non atpase regulatory subunit 5 isoform x1
XP_027244057.1,hexokinase-1 [Cricetulus griseus],False,True,False,True,False,True,6.651832982002897,102297.60830000075,hexokinase 1
XP_027253429.1,glypican-1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,7.186117256094618,61489.385400000145,glypican 1 isoform x2
XP_027269224.1,dynamin-1-like protein isoform X16 [Cricetulus griseus],False,True,False,True,False,True,7.0059891718380545,81996.37270000031,dynamin 1 like protein isoform x16
NP_001230979.1,L-lactate dehydrogenase A chain [Cricetulus griseus],False,True,False,True,False,True,7.587378229440726,36518.98080000003,l lactate dehydrogenase a chain
XP_027257888.1,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IA isoform X3 [Cricetulus griseus]",False,True,False,True,False,True,6.556109711198408,73280.87240000024,mannosyl oligosaccharide 12 alpha mannosidase ia isoform x3
NP_001278988.1,adenylosuccinate synthetase isozyme 2 [Cricetulus griseus],False,True,False,True,False,True,6.348538659140975,50034.60119999999,adenylosuccinate synthetase isozyme 2
XP_027256891.1,"acetyl-CoA acetyltransferase, cytosolic [Cricetulus griseus]",False,True,False,True,False,True,7.398514876618148,40996.804200000035,acetyl coa acetyltransferase cytosolic
XP_027279240.1,lysosomal protective protein [Cricetulus griseus],False,True,False,True,False,True,5.773225026146813,56109.9962,lysosomal protective protein
XP_027272903.1,4-trimethylaminobutyraldehyde dehydrogenase [Cricetulus griseus],False,True,False,True,False,True,7.053599997103185,56530.560799999985,4 trimethylaminobutyraldehyde dehydrogenase
XP_027277093.1,protein NDRG3 isoform X3 [Cricetulus griseus],False,True,False,True,False,True,4.620829997431046,41456.36510000011,protein ndrg3 isoform x3
XP_027256541.1,eukaryotic peptide chain release factor subunit 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,5.1910114367666855,49030.29790000001,eukaryotic peptide chain release factor subunit 1 isoform x2
XP_027255682.1,protein RCC2 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,9.889356694621254,55880.65160000007,protein rcc2 isoform x2
XP_027261580.1,core-binding factor subunit beta isoform X5 [Cricetulus griseus],False,True,False,True,False,True,5.701982278568034,17632.474499999986,core binding factor subunit beta isoform x5
XP_027275692.1,40S ribosomal protein S21 [Cricetulus griseus],False,True,False,True,False,True,9.591011610276874,9143.306699999994,40s ribosomal protein s21
XP_027253856.1,protein diaphanous homolog 1 isoform X3 [Cricetulus griseus],False,True,False,True,False,True,4.986013308782004,137945.2939000006,protein diaphanous homolog 1 isoform x3
XP_027266547.1,coactosin-like protein [Cricetulus griseus],False,True,False,True,False,True,4.6799815528368915,15957.745999999985,coactosin like protein
XP_027284149.1,"fructose-2,6-bisphosphatase TIGAR [Cricetulus griseus]",False,True,False,True,False,True,6.7043547646358865,29210.348500000015,fructose 26 bisphosphatase tigar
XP_027279528.1,GTPase-activating protein and VPS9 domain-containing protein 1 isoform X7 [Cricetulus griseus],False,True,False,True,False,True,4.53164735261337,156958.0914000004,gtpase activating protein and vps9 domain containing protein 1 isoform x7
XP_027248025.1,"methionine--tRNA ligase, cytoplasmic isoform X1 [Cricetulus griseus]",False,True,False,True,False,True,6.70604131815536,102515.48540000054,methionine  trna ligase cytoplasmic isoform x1
XP_027247576.1,protein phosphatase 1L [Cricetulus griseus],False,True,False,True,False,True,5.543862415042935,41052.517600000065,protein phosphatase 1l
XP_027243057.1,developmentally-regulated GTP-binding protein 1 [Cricetulus griseus],False,True,False,True,False,True,9.622950609702507,40511.611100000024,developmentally regulated gtp binding protein 1
XP_027264144.1,UBX domain-containing protein 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.616364251352785,33592.123300000036,ubx domain containing protein 1 isoform x2
XP_027287652.1,moesin [Cricetulus griseus],False,True,False,True,False,True,6.48825429600758,67773.17620000023,moesin
XP_027242612.1,eukaryotic translation initiation factor 5B isoform X3 [Cricetulus griseus],False,True,False,True,True,True,5.031527363289633,138266.41560000047,eukaryotic translation initiation factor 5b isoform x3
XP_027272196.1,"tryptophan--tRNA ligase, cytoplasmic [Cricetulus griseus]",False,True,False,True,False,True,6.386670593249661,53535.17230000013,tryptophan  trna ligase cytoplasmic
XP_027279088.1,prefoldin subunit 4 isoform X2 [Cricetulus griseus],False,True,False,False,False,True,3.9406332922520644,15318.115199999991,prefoldin subunit 4 isoform x2
